# WAN=40Mpbs, WLAN=40Mpbs
#	T1	T2	T3
1	2.17	1.67	1.6
2	2.28	1.65	1.54
3	2.67	1.9	1.6
4	2.89	2.15	1.86
5	3.14	2.43	2.27
